item_id,effect_id,effect_type,mechanic,value,unit,condition,trigger,target_scope,nonhero_behavior,objective_behavior,stacking,max_stacks,duration,cooldown,confidence,source_ids,notes
upgrade_magic_reach,eff_tech_radius_multiplier,passive,tech_radius_multiplier,20,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechRadiusMultiplier. Exposure-Basis: current_default_infobox_label. Wiki-Label: Radius.
upgrade_mystic_regeneration,eff_regeneration,healing,regeneration,4,hp_per_second,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} to enemy Heroes grants you Bonus {g:citadel_inline_attribute:'Regen'}. Stacks when dealing damage to different heroes.,passive_item_rule,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Regeneration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Regeneration.
upgrade_mystic_regeneration,eff_regeneration_duration,duration,regeneration_duration,7,seconds,Quellbedingung (englischer Tooltip): Dealing {g:citadel_inline_attribute:'SpiritDamage'} to enemy Heroes grants you Bonus {g:citadel_inline_attribute:'Regen'}. Stacks when dealing damage to different heroes.,passive_item_rule,Self_or_source_defined,,,,,7,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: RegenerationDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Regeneration Duration.
upgrade_mystic_regeneration,eff_bonus_health,healing,bonus_health,50,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_withering_whip,eff_ability_cooldown,cooldown,ability_cooldown,16,seconds,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,,16,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_withering_whip,eff_ability_duration,duration,ability_duration,5,seconds,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,5,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_withering_whip,eff_ability_cast_range,active,ability_cast_range,32,m,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastRange. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cast Range.
upgrade_withering_whip,eff_ability_cast_delay,active,ability_cast_delay,0.1,seconds,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastDelay. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cast Delay.
upgrade_withering_whip,eff_fire_rate_slow,weapon_operation,fire_rate_slow,32,percent,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: FireRateSlow. Exposure-Basis: current_default_infobox_label. Wiki-Label: Fire Rate.
upgrade_withering_whip,eff_bonus_health,healing,bonus_health,60,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_withering_whip,eff_bonus_sprint_speed,movement,bonus_sprint_speed,0.5,m/s,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusSprintSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Sprint Speed.
upgrade_withering_whip,eff_bullet_armor_reduction,defense,bullet_armor_reduction,-8,percent,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Fire Rate and Bullet Resistance.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BulletArmorReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullet Resist.
upgrade_acolytes_glove,eff_ability_cooldown,cooldown,ability_cooldown,8,seconds,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, deal extra {g:citadel_inline_attribute:'SpiritDamage'} with the attack and reduce the target's Spirit Resist.Cooldown is 2x longer for Light Melee hits.",passive_proc_cooldown,HeroEnemy,,,,,,8,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cooldown.
upgrade_acolytes_glove,eff_ability_duration,duration,ability_duration,6,seconds,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, deal extra {g:citadel_inline_attribute:'SpiritDamage'} with the attack and reduce the target's Spirit Resist.Cooldown is 2x longer for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,6,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_acolytes_glove,eff_spirit_damage,damage,spirit_damage,40,damage,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, deal extra {g:citadel_inline_attribute:'SpiritDamage'} with the attack and reduce the target's Spirit Resist.Cooldown is 2x longer for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SpiritDamage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Damage.
upgrade_acolytes_glove,eff_spirit_damage_scaling,damage,spirit_damage_scaling,0.372,spirit_scaling_coefficient,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, deal extra {g:citadel_inline_attribute:'SpiritDamage'} with the attack and reduce the target's Spirit Resist.Cooldown is 2x longer for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SpiritDamage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für SpiritDamage. Scale.Type: spirit.
upgrade_acolytes_glove,eff_tech_armor_damage_reduction,defense,tech_armor_damage_reduction,-6,percent,"Quellbedingung (englischer Tooltip): When you perform a Light or Heavy Melee attack against a hero, deal extra {g:citadel_inline_attribute:'SpiritDamage'} with the attack and reduce the target's Spirit Resist.Cooldown is 2x longer for Light Melee hits.",passive_item_rule,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechArmorDamageReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_arcane_surge,eff_ability_duration,duration,ability_duration,7,seconds,"Quellbedingung (englischer Tooltip): After you Dash-Jump, the next ability you use within 7s will have bonus Range, Duration, and Spirit Power.",passive_item_rule,Self_or_source_defined,,,,,7,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_arcane_surge,eff_bonus_ability_duration_percent,duration,bonus_ability_duration_percent,15,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,15,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusAbilityDurationPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Duration.
upgrade_arcane_surge,eff_spirit_power,passive,spirit_power,20,spirit_power,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SpiritPower. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_arcane_surge,eff_tech_range_multiplier_buff,passive,tech_range_multiplier_buff,12,percent,"Quellbedingung (englischer Tooltip): After you Dash-Jump, the next ability you use within 7s will have bonus Range, Duration, and Spirit Power.",passive_item_rule,Self_or_source_defined,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechRangeMultiplierBuff. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Range.
upgrade_arcane_surge,eff_stamina,movement,stamina,1,count,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Stamina. Exposure-Basis: current_default_infobox_label. Wiki-Label: Stamina.
upgrade_arcane_surge,eff_stamina_cooldown_reduction,cooldown,stamina_cooldown_reduction,12,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,12,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: StaminaCooldownReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Stamina Recovery.
upgrade_bullet_resist_shredder,eff_ability_duration,duration,ability_duration,8,seconds,Quellbedingung (englischer Tooltip): Reduces Bullet Resist on enemies when you deal {g:citadel_inline_attribute:'SpiritDamage'}.,passive_item_rule,HeroEnemy;CreepEnemy;MinionEnemy,,,,,8,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_bullet_resist_shredder,eff_bullet_armor_reduction,defense,bullet_armor_reduction,-10,percent,Quellbedingung (englischer Tooltip): Reduces Bullet Resist on enemies when you deal {g:citadel_inline_attribute:'SpiritDamage'}.,passive_item_rule,HeroEnemy;CreepEnemy;MinionEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BulletArmorReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullet Resist.
upgrade_bullet_resist_shredder,eff_base_attack_damage_percent,damage,base_attack_damage_percent,9,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BaseAttackDamagePercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Weapon Damage.
upgrade_bullet_resist_shredder,eff_bullet_resist,defense,bullet_resist,9,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BulletResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullet Resist.
upgrade_cold_front,eff_ability_cooldown,cooldown,ability_cooldown,25,seconds,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,,25,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_cold_front,eff_ability_duration,duration,ability_duration,4,seconds,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,4,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_cold_front,eff_end_radius,active,end_radius,10,m,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: EndRadius. Exposure-Basis: current_default_infobox_label. Wiki-Label: End Radius.
upgrade_cold_front,eff_movement_speed_slow,movement,movement_speed_slow,60,percent,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MovementSpeedSlow. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
upgrade_cold_front,eff_damage,damage,damage,95,damage,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage.
upgrade_cold_front,eff_damage_scaling,damage,damage_scaling,0.465,spirit_scaling_coefficient,Quellbedingung (englischer Tooltip): Release an expanding ice blast that deals {g:citadel_inline_attribute:'SpiritDamage'} and Slows targets it hits.,item_activation,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für Damage. Scale.Type: spirit.
upgrade_cold_front,eff_tech_resist,defense,tech_resist,6,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_magic_tempo,eff_cooldown_reduction,cooldown,cooldown_reduction,18,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,18,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: CooldownReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Cooldown Reduction.
upgrade_arcane_extension,eff_bonus_ability_duration_percent,duration,bonus_ability_duration_percent,22,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,22,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusAbilityDurationPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Ability Duration.
upgrade_soaring_spirit,eff_tech_power,passive,tech_power,18,spirit_power,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechPower. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Power.
upgrade_soaring_spirit,eff_out_of_combat_health_regen,healing,out_of_combat_health_regen,1.5,hp_per_second,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: OutOfCombatHealthRegen. Exposure-Basis: current_default_infobox_label. Wiki-Label: Out of Combat Regen.
upgrade_magic_slow,eff_ability_duration,duration,ability_duration,2,seconds,"Quellbedingung (englischer Tooltip): When the target takes {g:citadel_inline_attribute:'SpiritDamage'}, they have their Move Speed reduced.",passive_item_rule,AllEnemy,,,,,2,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_magic_slow,eff_movement_speed_slow,movement,movement_speed_slow,30,percent,"Quellbedingung (englischer Tooltip): When the target takes {g:citadel_inline_attribute:'SpiritDamage'}, they have their Move Speed reduced.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: MovementSpeedSlow. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
upgrade_magic_slow,eff_ground_dash_reduction_percent,movement,ground_dash_reduction_percent,-12,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: GroundDashReductionPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Dash Distance.
upgrade_magic_slow,eff_bonus_sprint_speed,movement,bonus_sprint_speed,0.75,m/s,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusSprintSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Sprint Speed.
upgrade_magic_slow,eff_bonus_health,healing,bonus_health,50,hp,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusHealth. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bonus Health.
upgrade_magic_vulnerability,eff_ability_duration,duration,ability_duration,7,seconds,"Quellbedingung (englischer Tooltip): When an enemy takes {g:citadel_inline_attribute:'SpiritDamage'}, they have their {g:citadel_inline_attribute:'SpiritResist'} reduced.",passive_item_rule,AllEnemy,,,,,7,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_magic_vulnerability,eff_tech_armor_damage_reduction,defense,tech_armor_damage_reduction,-8,percent,"Quellbedingung (englischer Tooltip): When an enemy takes {g:citadel_inline_attribute:'SpiritDamage'}, they have their {g:citadel_inline_attribute:'SpiritResist'} reduced.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechArmorDamageReduction. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_magic_vulnerability,eff_tech_resist,defense,tech_resist,8,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: TechResist. Exposure-Basis: current_default_infobox_label. Wiki-Label: Spirit Resist.
upgrade_quick_silver,eff_ability_cooldown,cooldown,ability_cooldown,18,seconds,"Quellbedingung (englischer Tooltip): Your imbued ability charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, {g:citadel_inline_attribute:'BonusFireRate'}, and reloads bullets on use.",passive_proc_cooldown,AllEnemy,,,,,,18,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_quick_silver,eff_bonus_fire_rate,weapon_operation,bonus_fire_rate,10,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusFireRate. Exposure-Basis: current_default_infobox_label. Wiki-Label: Fire Rate.
upgrade_quick_silver,eff_damage,damage,damage,44,damage,"Quellbedingung (englischer Tooltip): Your imbued ability charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, {g:citadel_inline_attribute:'BonusFireRate'}, and reloads bullets on use.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Damage.
upgrade_quick_silver,eff_damage_scaling,damage,damage_scaling,0.16,spirit_scaling_coefficient,"Quellbedingung (englischer Tooltip): Your imbued ability charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, {g:citadel_inline_attribute:'BonusFireRate'}, and reloads bullets on use.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: Damage. Exposure-Basis: current_default_infobox_label. Wiki-Label: Skalierung für Damage. Scale.Type: spirit.
upgrade_quick_silver,eff_ammo_reload_percent,weapon_operation,ammo_reload_percent,100,percent,"Quellbedingung (englischer Tooltip): Your imbued ability charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, {g:citadel_inline_attribute:'BonusFireRate'}, and reloads bullets on use.",passive_item_rule,AllEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AmmoReloadPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Bullets Reloaded.
upgrade_quick_silver,eff_ability_charge_up_time,charge_up,ability_charge_up_time,18,seconds,"Quellbedingung (englischer Tooltip): Your imbued ability charges up over time with {g:citadel_inline_attribute:'BonusSpiritDamage'}, {g:citadel_inline_attribute:'BonusFireRate'}, and reloads bullets on use.",passive_item_rule,AllEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityChargeUpTime. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Charge-Up Time.
upgrade_containment,eff_ability_cooldown,cooldown,ability_cooldown,27,seconds,Quellbedingung (englischer Tooltip): Slows movement of enemy target. Also Silences their movement-based items and abilities.Increases the target's gravity.Does not affect target's stamina usage.,item_activation,HeroEnemy,,,,,,27,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
upgrade_containment,eff_ability_duration,duration,ability_duration,3.5,seconds,Quellbedingung (englischer Tooltip): Slows movement of enemy target. Also Silences their movement-based items and abilities.Increases the target's gravity.Does not affect target's stamina usage.,item_activation,HeroEnemy,,,,,3.5,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityDuration. Exposure-Basis: current_default_infobox_label. Wiki-Label: Duration.
upgrade_containment,eff_ability_cast_range,active,ability_cast_range,25,m,Quellbedingung (englischer Tooltip): Slows movement of enemy target. Also Silences their movement-based items and abilities.Increases the target's gravity.Does not affect target's stamina usage.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastRange. Exposure-Basis: current_default_infobox_label. Wiki-Label: Cast Range.
upgrade_containment,eff_ability_cast_delay,active,ability_cast_delay,0.1,seconds,Quellbedingung (englischer Tooltip): Slows movement of enemy target. Also Silences their movement-based items and abilities.Increases the target's gravity.Does not affect target's stamina usage.,item_activation,HeroEnemy,,,,,,,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCastDelay. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cast Delay.
upgrade_containment,eff_slow_percent,active,slow_percent,20,percent,Quellbedingung (englischer Tooltip): Slows movement of enemy target. Also Silences their movement-based items and abilities.Increases the target's gravity.Does not affect target's stamina usage.,item_activation,HeroEnemy,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: SlowPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Move Speed.
upgrade_containment,eff_ground_dash_reduction_percent,movement,ground_dash_reduction_percent,-30,percent,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: GroundDashReductionPercent. Exposure-Basis: current_default_infobox_label. Wiki-Label: Dash Distance.
upgrade_containment,eff_bonus_sprint_speed,movement,bonus_sprint_speed,0.5,m/s,"Immer, solange das Item ausgerüstet ist.",equipped,Self,,,,,,,high,"[""SRC-0004"",""SRC-0005""]",Rohfeld: BonusSprintSpeed. Exposure-Basis: current_default_infobox_label. Wiki-Label: Sprint Speed.
upgrade_spirit_sap,eff_ability_cooldown,cooldown,ability_cooldown,18,seconds,Quellbedingung (englischer Tooltip): Target an enemy to reduce their Spirit Resist and Spirit Power.,item_activation,HeroEnemy,,,,,,18,medium,"[""SRC-0004"",""SRC-0005""]",Rohfeld: AbilityCooldown. Exposure-Basis: structured_timing_or_target_field. Wiki-Label: Cooldown.
